id,label,title,group,concept,mechanics,keyPoints,when,mistakes,belt,gi,noGi,legal_ibjjf_gi,legal_ibjjf_nogi,legal_adcc,points_ibjjf,points_adcc,tags,prerequisites,setup_from,common_setups,chain_to,difficulty,drills,injury_risk,tap_warning,success_rate,energy_cost
407,Удушение Солья - Solja Choke - Солья чок,Удушение Солья (Solja Choke),submission,"Ги-ловушка из спайдера: рукава связаны, отворот натянут поперёк шеи — соперник, наклонившийся в ваш гард, сам вставляет шею в лезвие. Редкое, оттого безответное.","1) Спайдер-контроль: оба рукава в руках<br>2) Один захват меняется на глубокий ворот<br>3) Его наклон вперёд — отворот натягивается поперёк шеи<br>4) Нога на бицепсе давит, усиливая натяжение<br>5) Тяга ворота + давление ноги — финиш","• Спайдер-контроль до последнего<br>• Ворот глубокий, натянутый<br>• Его наклон — часть механизма<br>• Нога и рука в противоходе<br>• Скрытность: похоже на обычный спайдер",Ги: соперник давит в ваш спайдер-гард с наклоном — шея опускается к вороту.,• Потеря рукава при смене захвата<br>• Мелкий ворот<br>• Нет противохода ноги<br>• Атака на выпрямленного соперника<br>• Медленная сборка,brown,✔,✗,✔,✗,✔,0,0,"gi_only,blood_choke,spider_guard","90, 93, 94","7, 364","7, 364","35, 56",4,Дрилл: Solja Choke из спайдер-гарда. Партнер имеет высокую осанку. Задача: захват ворота БЕЗ финиша. 5 раз.,Низкий,При потере сознания.,40%,Med
408,Летающий армбар - Flying Armbar - Летающий армбар,Летающий армбар (Flying Armbar),submission,"Армбар из воздуха: его жёсткий захват — ваша опора, прыжок закидывает ногу через его голову, и вы приземляетесь уже с его рукой в финишной позиции. Вершина риска и тайминга.","1) Его рука держит ваш ворот/плечо жёстко (опора)<br>2) Контроль его руки: запястье + плечо<br>3) Прыжок: нога на его бедро/бок, вторая через голову<br>4) Таз к его плечу в полёте<br>5) Приземление на бок с рукой — колени сжаты, таз вверх, тап","• Только против жёсткого захвата<br>• Рука зафиксирована до прыжка<br>• Таз вплотную к его плечу<br>• Падение на бок, не на шею<br>• Колени сжаты до приземления","Его статичный жёсткий захват в стойке — ги-клинч, его упрямая рука на вашем вороте.",• Прыжок на расслабленный захват (падение в никуда)<br>• Свободное его запястье<br>• Приземление на свою шею/спину без контроля<br>• Разомкнутые колени (он выдёргивает)<br>• Попытка без сотен наземных армбаров,purple,✔,✔,✔,✔,✔,0,0,"dynamic,speed","7, 364","30, 21, 150","30, 21, 150","30, 409",4,Дрилл: Летающий армбар из стойки. Партнер наклоняется. Задача: прыжок БЕЗ финиша. 5 раз.,Средний (локоть),При боли в локте.,35%,High
409,Роллинг армбар - Rolling Armbar - Роллинг армбар,Роллинг армбар (Rolling Armbar),submission,"Армбар через кувырок: его рука фиксируется, и ваш ролл переворачивает соперника в финишную позицию — из черепахи, стойки или его защиты. Вращение делает то, что не смогла сила.","1) Его рука изолирована (из черепахи/фронт-хедлока)<br>2) Захват: его запястье + плечо к вашей груди<br>3) Ролл через плечо рядом с его головой<br>4) Ноги в ролле находят его корпус/голову<br>5) Приземление: классический армбар — таз вверх, тап","• Рука приклеена к груди весь ролл<br>• Ролл через плечо, компактный<br>• Ноги активно ищут позицию в воздухе<br>• Его тело следует за рукой<br>• Финиш немедленно после приземления",Его рука доступна в черепахе или он выдёргивает её из классического армбара.,• Ролл с рыхлым захватом (рука ушла)<br>• Кувырок через голову (шея)<br>• Ноги не нашли его корпус (позиции нет)<br>• Медленное вращение<br>• Дезориентация после ролла (тренируйте направление),purple,✔,✔,✔,✔,✔,0,0,"dynamic,flexibility,limb_isolation,angle_control","30, 21, 150","30, 37","30, 37","30, 408",4,Дрилл: Rolling Armbar из гарда. Партнер защищает армбар. Задача: ролл БЕЗ финиша. 5 раз.,Средний (локоть),При боли в локте.,45%,Med
70,Свип ножницы - Scissors Sweep - Ножницы,Свип ножницы (Scissors Sweep),sweep,"Классический рычаг закрытого гарда: одна голень блокирует его бедро, вторая режет поперёк колен — соперник падает, как через натянутую верёвку. Руки и ноги работают одним движением.","1) Захват рукава и ворота, разрыв осанки на себя<br>2) Гард открывается: голень блокирующей ноги ложится поперёк его живота/бедра<br>3) Вторая нога опускается к ковру у его колена<br>4) Ножницы: верхняя нога тянет, нижняя режет поперёк его колен<br>5) Синхронная тяга рук — соперник переворачивается, вы в маунте","• Осанка сломана ДО ножниц<br>• Голень поперёк живота, колено наружу<br>• Ножницы + тяга рук в одно движение<br>• Корпус доворачивается на бок для угла<br>• Приземление сразу в маунт с контролем рукава",Соперник давит вперёд в закрытом гарде с высокой осанкой — его вес уже двигается в сторону свипа.,• Свип без разрыва осанки (его база держит)<br>• Вялое движение ног<br>• Руки и ноги вразнобой<br>• Плоская спина без доворота на бок<br>• Потеря рукава (он ставит руку и остаётся сверху),white,✔,✔,✔,✔,✔,2,2,"fundamental,leverage,base_break",1,1,"2, 13","16, 14, 418",1,"Дрилл 1: Скрестное движение ног без соперника — 20 раз. Дрилл 2: Свип ножницы с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,80% (vs White),Low
71,Свип цветок - Flower Sweep - Цветок,Свип цветок (Flower Sweep),sweep,"Его давление вниз — ваше топливо: захват ноги отбирает у него базу с одной стороны, а мах вашей ноги и вращение через плечо докручивают его вес мимо точки опоры.","1) Захват рукава одной рукой, второй — его щиколотки/штанины у своего бедра<br>2) Разрыв осанки тягой рукава<br>3) Таз приподнимается, маховая нога идёт по дуге вверх к его плечу<br>4) Вращение через своё плечо в сторону захваченной ноги<br>5) Соперник переворачивается — вы в маунте","• Щиколотка захвачена ДО начала маха<br>• Мах по широкой дуге, не просто вбок<br>• Таз поднимается — рычаг длиннее<br>• Рукав не отпускается до маунта<br>• Его вес уже падает — вы только направляете","Соперник давит вниз в закрытом гарде, его колено близко к вашей руке — нога доступна для захвата.",• Слабый контроль рукава (он упирается рукой)<br>• Мах без подъёма таза<br>• Вращение без захвата ноги (он переступает)<br>• Мах в пустоту без его давления<br>• Пауза между разрывом осанки и свипом,white,✔,✔,✔,✔,✔,2,2,"fundamental,leverage,base_break,angle_control",1,1,"2, 13","16, 14, 418",1,"Дрилл 1: Подъём бедра + вращение через плечо — 10 раз. Дрилл 2: Свип цветок с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,75% (vs White),Low
72,Свип хип-бамп - Hip Bump Sweep - Хип-бамп,Свип хип-бамп (Hip Bump Sweep),sweep,"Взрыв тазом снизу вверх ломает его посадку: соперник, сидящий ровно в вашем гарде, получает ваш таз в грудь и валится назад через собственную пятку. Скорость решает всё.","1) Гард открывается, корпус взлетает вверх на одной руке (опора на ладонь/локоть)<br>2) Таз взрывается вверх-вперёд в его грудь<br>3) Свободная рука перехватывает его плечо/трицепс<br>4) Толчок через его плечо по диагонали<br>5) Переворот — вы сверху в маунте","• Движение взрывное, одним куском<br>• Опорная рука близко к тазу<br>• Таз бьёт вверх, не вбок<br>• Толчок в плечо по диагонали через его пятку<br>• Комбо: хип-бамп ↔ кимура ↔ гильотина","Соперник сидит ровно в вашем закрытом гарде с высокой осанкой, руки не давят — классический момент.",• Медленный подъём (он просто отталкивает вас)<br>• Опорная рука далеко (нет высоты)<br>• Толчок без контроля его руки (он ставит её на ковёр)<br>• Таз бьёт вбок<br>• Отсутствие продолжения при защите (кимура ждёт),white,✔,✔,✔,✔,✔,2,2,"fundamental,speed","1, 2","1, 2","2, 13","14, 16",1,"Дрилл 1: Взрывной подбив таза без соперника — 20 раз. Дрилл 2: Свип хип-бамп с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,70% (vs White),Med
73,Свип из баттерфляя - Butterfly Sweep - Баттерфляй свип,Свип из баттерфляя (Butterfly Sweep),sweep,"Крюки внутри его бёдер — ваши подъёмные рычаги: корпус падает в сторону, крюк поднимает его бедро, и соперник летит через ваше плечо. Классика, выигрывающая схватки на всех уровнях.","1) Сидя в баттерфляе: крюки под его бёдрами, захват его руки и шеи/пояса<br>2) Разрыв осанки — соперник притягивается грудь к груди<br>3) Падение на бок В СТОРОНУ захваченной руки<br>4) Одновременно крюк противоположной ноги поднимает его бедро вверх<br>5) Соперник переворачивается через плечо — вы сверху","• Грудь к груди до начала свипа<br>• Его рука захвачена — упасть на неё он не может<br>• Падение и подъём крюка одновременно<br>• Крюк ведёт по дуге вверх-в сторону<br>• Угол 45°, не строго назад",Соперник давит вниз в вашем баттерфляй-гарде или стоит на коленях близко — его вес доступен крюкам.,• Дистанция (свип работает только вплотную)<br>• Свободная его рука (он упирается в ковёр)<br>• Падение назад вместо вбок<br>• Пассивный крюк<br>• Свип без разрыва осанки,blue,✔,✔,✔,✔,✔,2,2,"fundamental,hooks,base_break,angle_control","5, 6","5, 6",111,"16, 14, 420",2,"Дрилл 1: Активные хуки + подъём таза — 20 раз. Дрилл 2: Свип из баттерфляя с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,80% (vs Blue),Med
74,Свип из X-гарда подъем - X-Guard Technical Stand-up Sweep - Подъём из икса,Свип из X-гарда подъем (X-Guard Technical Stand-up Sweep),sweep,"X-гард растягивает его стойку до предела — и вы просто встаёте, забирая его ногу с собой: соперник на одной ноге не борется, а падает.",1) X-гард: его нога на вашем плече/контроль лодыжки<br>2) Его стойка растягивается ногами — вес уходит с захваченной ноги<br>3) Подъём его ноги вверх (лодыжка + колено под контролем)<br>4) Техническое вставание на свободную ногу<br>5) Его нога у вас — тейкдаун выносом или заходом за спину,"• Стойка соперника растянута до подъёма<br>• Лодыжка и колено под контролем<br>• Вставание с ногой соперника в руках<br>• Его баланс — на одной ноге<br>• Готовые продолжения: сингл, трип, спина","Соперник в вашем X-гарде отступает, переносит вес или приподнимается — его нога уже лёгкая.",• Медленный подъём (он выдёргивает ногу)<br>• Потеря лодыжки при вставании<br>• Подъём без растяжения его стойки<br>• Нет финиша после вставания<br>• Запутанные свои ноги при подъёме,purple,✔,✔,✔,✔,✔,2,2,flexibility,"10, 3, 4, 12","10, 3, 4, 12","3, 4, 12","16, 14, 325, 326",3,"Дрилл 1: Подъём ноги из X-гарда без соперника — 10 раз. Дрилл 2: Свип из X-гарда с партнером, сопротивляющимся 30% — 5 раз.",Средний (паховые связки),Нет,65% (vs Purple),High
75,Паук-свип ножницы - Spider Scissors Sweep - Спайдер-ножницы,Паук-свип ножницы (Spider Scissors Sweep),sweep,"Ги-версия ножниц: его руки пришиты к вашим стопам через рукава, и у него нет ни фреймов, ни баланса. Стопа на бицепсе задаёт дистанцию, ножницы забирают базу.","1) Спайдер-гард: жёсткие захваты обоих рукавов, стопы на бицепсах<br>2) Одна нога сгибается — стопа с бицепса переходит на бедро/блокирует колено<br>3) Тяга рукавов вниз — его осанка ломается<br>4) Ножницы: блокирующая нога держит, вторая режет<br>5) Переворот с сохранением рукавов — вы сверху",• Рукава натянуты постоянно<br>• Стопа на бицепсе давит и контролирует<br>• Ножницы синхронны с тягой рукавов<br>• Его руки связаны — упасть не на что<br>• Контроль рукавов до конца переворота,Ги: соперник давит вперёд в вашем спайдер-гарде — его вес на ваших стопах.,• Потеря рукава (вся конструкция рушится)<br>• Стопы соскальзывают с бицепсов<br>• Ножницы без натяжения рукавов<br>• Прямые ноги без давления<br>• Свип против его движения назад,blue,✔,✗,✔,✗,✔,2,2,"gi_only,long_limbs,frames","7, 112","7, 112","7, 112","16, 14",2,"Дрилл 1: Скрестное движение ног из паук-гарда — 10 раз. Дрилл 2: Паук-свип ножницы с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,70% (vs Blue),Med
76,Свип тренога - Tripod Sweep - Тренога,Свип тренога (Tripod Sweep),sweep,"Три точки: рука держит его пятку, стопа давит в бедро, вторая нога блокирует колено сзади. Толчок — и его стойка складывается назад, а вы встаёте в проход.",1) Открытый гард против стоящего: захват его пятки рукой<br>2) Стопа ставится на его бедро/таз<br>3) Вторая нога зацепляет его колено/голень сзади (крюк)<br>4) Толчок стопой + тяга крюком и рукой — ноги уезжают<br>5) Соперник падает назад — техническое вставание в проход,• Три точки установлены ДО толчка<br>• Толчок и тяга одновременно<br>• Пятка держится крепко (его нога не отшагнёт)<br>• Вставание сразу после его падения<br>• Захват его штанины ускоряет проход,"Соперник стоит в вашем открытом гарде, наклоняясь вперёд — его вес над своими пятками.",• Слабый зацеп колена (он отшагивает)<br>• Толчок без тяги (он балансирует)<br>• Пауза после свипа (он встаёт первым)<br>• Нет контроля пятки<br>• Толчок в грудь вместо бедра (слишком высоко),blue,✔,✔,✔,✔,✔,2,2,"fundamental,leverage","1, 8","1, 8","1, 8","16, 14",2,"Дрилл 1: Блокировка колена + толчок бедра — 10 раз. Дрилл 2: Свип тренога с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,75% (vs Blue),Low
77,Свип из X-гарда в стойку - X-Guard Overhead Sweep - Икс-гард переворот,Свип из X-гарда в стойку (X-Guard Overhead Sweep),sweep,"Из X-гарда его можно не только уронить назад — вращение с подъёмом ноги перекатывает его через вас, и его собственный вес приносит его на ковёр рядом, а вас — наверх.",1) X-гард с контролем лодыжки и колена<br>2) Его нога поднимается выше — баланс сломан<br>3) Вращение вашего корпуса под ним в сторону<br>4) Его вес перекатывается через линию ваших ног<br>5) Подъём на соперника сверху — контроль,"• Подъём ноги до вращения<br>• Вращение корпусом, не рывок руками<br>• Его падение направляется, не форсируется<br>• Ноги выпутываются сразу<br>• Немедленный подъём наверх","Соперник в X-гарде давит вперёд, пытаясь накрыть вас — его вес уже летит.",• Слабый подъём ноги (он переступает)<br>• Вращение без направления (падаете вместе кучей)<br>• Запутанные ноги после свипа<br>• Пауза внизу (он восстанавливается)<br>• Потеря контроля лодыжки,purple,✔,✔,✔,✔,✔,2,2,"flexibility,angle_control",10,10,10,"16, 14, 74",3,"Дрилл 1: Подъём ноги + вращение из X-гарда — 10 раз. Дрилл 2: Свип из X-гарда в стойку с партнером, сопротивляющимся 30% — 5 раз.",Средний (паховые связки),Нет,60% (vs Purple),High
78,Свип старая школа - Old School Sweep - Олд скул,Свип старая школа (Old School Sweep),sweep,"Классика халф-гарда: нырок под соперника, захват его дальней стопы — и его база исчезает. Он стоит на трёх точках, вы забираете четвёртую.",1) Халф-гард: нырок под его корпус (андерхук или глубокий нырок)<br>2) Рука дотягивается до его ДАЛЬНЕЙ стопы и захватывает её<br>3) Колени сжимают его захваченную ногу<br>4) Подъём таза + тяга стопы — соперник валится в сторону<br>5) Выход наверх в сайд/маунт,"• Нырок глубокий — ваш корпус под его центром<br>• Дальняя стопа захвачена крепко<br>• Подъём коленями и тазом, не руками<br>• Голова прижата к его корпусу (без гильотины)<br>• Немедленный выход наверх",Соперник в вашем халф-гарде давит вниз — его дальняя стопа стоит на ковре в зоне досягаемости.,• Мелкий нырок (его вес давит вас обратно)<br>• Стопа не захвачена (он переступает)<br>• Тяга руками без подъёма таза<br>• Открытая шея при нырке<br>• Медленный выход наверх после свипа,white,✔,✔,✔,✔,✔,2,2,"fundamental,half_guard","3, 4","3, 4","3, 4","16, 14, 455",1,"Дрилл 1: Захват бедра + подъём таза — 10 раз. Дрилл 2: Свип старая школа с партнером, сопротивляющимся 30% — 5 раз.",Низкий,Нет,80% (vs White),Low
79,Свип поцелуй дракона - Dragon Kiss Sweep - Поцелуй дракона,Свип поцелуй дракона (Dragon Kiss Sweep),sweep,"Из Reverse De La Riva через инверсию: вы прокручиваетесь под соперником, и его давление вперёд превращается в полёт. Позиция выхода — часто прямо на его спину.","1) RDLR: зацеп изнутри его ближней ноги, контроль рукава/лодыжки<br>2) Его давление вперёд — сигнал<br>3) Инверсия: корпус прокручивается под ним через плечо<br>4) Зацеп RDLR выбрасывает его ногу — соперник падает вперёд<br>5) Докрутка выводит вас за его спину/наверх","• Инверсия через плечо, шея свободна<br>• Зацеп RDLR держится до конца вращения<br>• Его давление — обязательное топливо<br>• Рукав/лодыжка не отпускаются<br>• Выход на спину приоритетен","Соперник давит вперёд на вашу Reverse De La Riva, готовя knee cut — его вес уже подан вперёд.",• Инверсия через шею (травма)<br>• Слабый зацеп (нога выскальзывает в вращении)<br>• Свип без его давления (нет топлива)<br>• Потеря рукава<br>• Недокрученный выход (остаётесь под ним),purple,✔,✔,✔,✔,✔,2,2,"flexibility,angle_control",9,9,9,"17, 42, 116",3,"Дрилл 1: Инверсия из RDLR без соперника — 10 раз. Дрилл 2: Свип поцелуй дракона с партнером, сопротивляющимся 30% — 5 раз.",Средний (паховые связки),Нет,55% (vs Purple),High
80,Свип из глубокого халф гарда - Deep Half Sweep (Faria Sweep) - Дип халф свип,Свип из глубокого халф гарда (Deep Half Sweep),sweep,"Переворот Бернардо Фарии: вы глубоко под его центром тяжести, и он стоит на вас, как на табуретке, которую вы сейчас уберёте. Захват дальней ноги + подъём таза — и он валится.","1) Глубокий халф: ваш корпус под его тазом, его нога зажата вашими<br>2) Плечо под его центром тяжести, голова прижата к его бедру<br>3) Рука контролирует его дальнюю ногу/стопу<br>4) Подъём таза + разворот корпуса — его база уезжает<br>5) Выход наверх с контролем его ноги","• Позиция глубокая — его вес на вас, а не рядом<br>• Голова прижата (без пасса и без даршотов)<br>• Дальняя нога под контролем<br>• Разворот, не жим силой<br>• Выход наверх немедленный",Соперник давит сверху в вашем глубоком халф-гарде — его центр тяжести прямо над вами.,• Мелкая позиция (он отсаживается и давит)<br>• Свободная его дальняя нога (переступает)<br>• Подъём без разворота<br>• Голова открыта (кроссфейс возвращает вас на спину)<br>• Пауза после свипа,purple,✔,✔,✔,✔,✔,2,2,"flexibility,angle_control,weight_distribution","12, 3, 4","12, 3, 4","12, 3, 4","16, 17, 437",3,"Дрилл 1: Подъём таза из глубокого халф-гарда — 10 раз. Дрилл 2: Свип из глубокого халф гарда с партнером, сопротивляющимся 30% — 5 раз.",Средний (шея),Нет,65% (vs Purple),High
320,Беримболо - Berimbolo - Беримболо,Беримболо (Berimbolo),sweep,"Инвертированный проезд под соперником из De La Riva прямо на его спину: его попытка встать или пройти становится рельсами, по которым вы закатываетесь за него. Свип и взятие спины в одном движении.","1) DLR: зацеп + жёсткий захват рукава/штанины<br>2) Соперник приподнимается/садится — момент входа<br>3) Инверсия через плечо, таз взлетает над головой<br>4) Прокат под ним с доворотом к его спине<br>5) Первый крюк + seatbelt<br>6) Полный бэк-контроль или доворот его в сидячее положение","• Захват рукава — страховка всего вращения<br>• Инверсия через плечо<br>• Таз ведёт вращение, ноги следуют<br>• Спина — цель; свип — запасной выход<br>• Скорость проката решает","Соперник в вашей De La Riva встаёт, садится на пятку или начинает проход — его таз опустился.",• Потеря рукава в инверсии (он просто встаёт)<br>• Вращение через шею<br>• Медленный прокат (он оборачивается)<br>• Нет seatbelt после крюка<br>• Беримболо против соперника в низкой базе (не время),purple,✔,✔,✔,✔,✔,2,2,"flexibility,back_take,angle_control","8, 9, 321","8, 9, 321","8, 9, 321","17, 321, 452",4,"Дрилл 1: Инверсия из DLR без соперника — 10 раз. Дрилл 2: Беримболо БЕЗ финиша (остановка после seatbelt) — 5 раз. Дрилл 3: Беримболо с партнером, сопротивляющимся 30% — 3 раза.",Средний (шея/паховые связки),Нет,50% (vs Purple),High
321,Роллинг бэк тейк - Rolling Back Take - Ролл на спину,Роллинг бэк тейк (Rolling Back Take),sweep,"Когда соперник перешагивает ваш DLR-крюк, его спина на мгновение открыта — кувырок через плечо доставляет вас точно за неё. Его защита от гарда становится вашим входом на спину.","1) DLR с захватом рукава; соперник перешагивает ваш крюк<br>2) Момент переноса его ноги — старт ролла<br>3) Кувырок через плечо в сторону его спины<br>4) Ноги в ролле забрасываются к его бёдрам — крюки<br>5) Seatbelt немедленно, фиксация бэк-контроля","• Тайминг: ролл в момент его перешагивания<br>• Ролл через плечо, компактный<br>• Крюки ищут бёдра ещё в воздухе<br>• Seatbelt сразу после приземления<br>• Рукав удерживается до установки контроля","Соперник перешагивает ваш DLR-крюк или разворачивается спиной, проходя гард.",• Ролл до его движения (он читает и накрывает)<br>• Раскрытый медленный кувырок<br>• Ноги не находят бёдра (соскальзываете вниз)<br>• Нет seatbelt (он стряхивает вас)<br>• Потеря рукава до ролла,purple,✔,✔,✔,✔,✔,2,2,"flexibility,back_take","8, 9","8, 9","8, 9","17, 452",4,Дрилл 1: Ролл через плечо из DLR — 10 раз. Дрилл 2: Роллинг бэк тейк БЕЗ финиша — 5 раз.,Средний (шея/паховые связки),Нет,55% (vs Purple),High
322,Свип коленным слайсом - Knee Slice Sweep - Свип через найф слайс,Свип коленным слайсом (Knee Slice Sweep),sweep,Обратка из халф-гарда снизу: соперник начинает knee slice — вы забираете его дальнюю руку и докручиваете его же движение до переворота. Его проход становится вашим свипом.,1) Соперник режет коленом через ваш халф-гард<br>2) Контроль его дальней руки (рукав/запястье) — фрейм у него отобран<br>3) Ваше колено/голень упирается в его бедро<br>4) Разворот корпуса в направлении его движения + тяга руки<br>5) Соперник перекатывается через своё колено — вы сверху,"• Дальняя рука отобрана — падать ему не на что<br>• Докрутка ЕГО движения, не борьба против<br>• Колено давит в его бедро как рычаг<br>• Разворот всем корпусом<br>• Выход наверх без паузы","Соперник в проходе knee slice приподнял корпус — его вес на режущем колене, рука доступна.",• Свип против его движения (не хватит силы)<br>• Рука не контролируется (он упирается)<br>• Ожидание завершения его прохода (поздно)<br>• Слабое давление коленом<br>• Восстановление его гардом вместо переворота (упущенный шанс),blue,✔,✔,✔,✔,✔,2,2,"pressure,half_guard,frames,angle_control,weight_distribution","4, 3, 381","4, 3, 381","4, 3, 381","14, 90, 386",2,"Дрилл 1: Давление коленом + разворот — 10 раз. Дрилл 2: Свип коленным слайсом с партнером, сопротивляющимся 30% — 5 раз.",Средний (колени),Нет,70% (vs Blue),Med
323,Обратный DLR свип - Reverse DLR Sweep - Реверс DLR свип,Обратный DLR свип (Reverse DLR Sweep),sweep,"Reverse De La Riva встречает knee cut в лоб: зацеп изнутри держит его режущую ногу, и толчок корпуса опрокидывает соперника в сторону, куда он не может шагнуть.",1) RDLR: зацеп изнутри его ближнего бедра<br>2) Контроль его рукава/лодыжки ближней ноги<br>3) Его вес идёт на режущее колено — момент<br>4) Толчок зацепом + разворот корпуса под него<br>5) Соперник опрокидывается в сторону зацепа — выход наверх,"• Зацеп глубокий, голень к его бедру<br>• Лодыжка ближней ноги зафиксирована (шагнуть нечем)<br>• Толчок в момент его переноса веса<br>• Корпус подкручивается под него<br>• Подъём наверх с контролем ноги",Соперник начинает knee cut через вашу Reverse De La Riva — его вес переносится на режущую ногу.,• Свободная его лодыжка (он переступает свип)<br>• Мелкий зацеп<br>• Толчок без его движения<br>• Потеря рукава<br>• Плоская спина без подворота,purple,✔,✔,✔,✔,✔,2,2,"flexibility,angle_control",9,9,9,"16, 14, 79",3,"Дрилл 1: Зацеп изнутри бедра + толчок — 10 раз. Дрилл 2: Обратный DLR свип с партнером, сопротивляющимся 30% — 5 раз.",Средний (паховые связки),Нет,60% (vs Purple),High
324,Спайдер лассо свип - Spider Lasso Sweep - Лассо свип,Спайдер лассо свип (Spider Lasso Sweep),sweep,"Лассо наматывает его руку на вашу ногу намертво: соперник без руки и без осанки. Подъём таза с натянутым лассо опрокидывает его, как рычагом домкрата.","1) Лассо: нога обвивает его руку, стопа под его подмышкой/за спиной<br>2) Второй захват — рукав или спайдер на бицепсе<br>3) Его осанка ломается натяжением<br>4) Подъём таза + вынос его руки лассо в сторону<br>5) Соперник опрокидывается через связанную руку — вы сверху","• Лассо глубокое, стопа за его плечом<br>• Оба рукава под контролем<br>• Таз поднимается — рычаг работает<br>• Его связанная рука не может упереться<br>• Контроль рукавов до фиксации сверху",Ги: соперник в вашем спайдер/лассо-гарде приподнимает корпус или пытается выдернуть руку.,• Мелкое лассо (нога соскальзывает)<br>• Потеря второго рукава<br>• Свип без подъёма таза<br>• Прямая нога лассо без натяжения<br>• Запутаться самому при выходе наверх,purple,✔,✗,✔,✗,✔,2,2,"gi_only,long_limbs","7, 364","7, 364","7, 364","16, 14",3,"Дрилл 1: Установка лассо + подъём таза — 10 раз. Дрилл 2: Спайдер лассо свип с партнером, сопротивляющимся 30% — 5 раз.",Средний (плечо соперника),Нет,60% (vs Purple),Med
325,Свип из X-гарда классический - Classic X-Guard Sweep - Классика икс-гарда,Свип из X-гарда классический (Classic X-Guard Sweep),sweep,"Простейшая математика X-гарда: его нога поднята вашими ногами, база сломана — падение назад с тягой доводит его до ковра. Самый надёжный свип позиции.","1) X-гард: ноги в X на его дальнем бедре, его ближняя нога на вашем плече<br>2) Захват его лодыжки/штанины на плече<br>3) Его нога поднимается выше — вес уходит на дальнюю ногу<br>4) Ноги в X выталкивают его дальнее бедро — падение<br>5) Техническое вставание с его ногой — проход","• Его нога на плече поднята высоко<br>• X-ноги толкают бедро, не колено<br>• Направление — за его пятку<br>• Вставание сразу за его падением<br>• Контроль ноги до фиксации прохода",Соперник встаёт из вашего халф-гарда или стоит над вами — классический вход и немедленный свип.,• Нога на плече опущена (у него есть база)<br>• Толчок в устойчивое направление<br>• Медленное вставание (он встал первым)<br>• Потеря лодыжки<br>• Ноги расплелись до толчка,purple,✔,✔,✔,✔,✔,2,2,flexibility,10,10,10,"16, 14, 74",3,"Дрилл 1: Подъём ноги из X-гарда — 10 раз. Дрилл 2: Классический свип из X-гарда с партнером, сопротивляющимся 30% — 5 раз.",Средний (паховые связки),Нет,65% (vs Purple),High
326,Сингл лег X свип - Single Leg X Sweep - SLX свип,Сингл лег X свип (Single Leg X Sweep),sweep,"SLX запирает одну его ногу целиком: ваша нога поперёк его бедра, его лодыжка у вашего плеча. Подъём таза выпрямляет его колено — и он падает, потому что стоять больше не на чем.","1) SLX: его нога между ваших, ваша голень поперёк его бедра, стопа на его тазе<br>2) Его лодыжка зафиксирована у вашего плеча/подмышки<br>3) Подъём таза — его колено выпрямляется<br>4) Тяга лодыжки + толчок стопой в таз<br>5) Падение соперника назад — вставание с его ногой",• Лодыжка у плеча плотно<br>• Голень поперёк бедра под натяжением<br>• Подъём таза ломает его колено-баланс<br>• Векторы: тяга к себе + толчок от себя<br>• Вставание наверх мгновенное,Соперник защищает полный X-гард или стоит с одной ногой между ваших — SLX доступен как редукция.,• Свободная лодыжка (он выдёргивает ногу)<br>• Ноги без натяжения (позиция декоративная)<br>• Свип без подъёма таза<br>• Потеря его ноги при вставании<br>• Пассивность (SLX без атаки легко пройти),purple,✔,✔,✔,✔,✔,2,2,flexibility,"300, 10","300, 10, 11","300, 10, 11","16, 14, 390",3,"Дрилл 1: Подъём ноги из SLX — 10 раз. Дрилл 2: Сингл лег X свип с партнером, сопротивляющимся 30% — 5 раз.",Средний (паховые связки),Нет,60% (vs Purple),High
